Kelompok_ID,Total_Mahasiswa,HTQ_Count,HTQ_Percentage,LK_Count,PR_Count,LK_Ratio,PR_Ratio,Fakultas_Count,Jurusan_Count,Duplicate_Majors,Max_Major_Count,HTQ_Satisfied,Size_Satisfied,Gender_Satisfied,Duplication_Satisfied,Overall_Satisfied,Dominant_Fakultas,Dominant_Jurusan
179,13,1,7.6923076923076925,2,11,0.15384615384615385,0.8461538461538461,6,11,1,3,True,True,False,True,False,SYARI'AH,HUKUM BISNIS SYARI'AH
180,12,1,8.333333333333332,5,7,0.4166666666666667,0.5833333333333334,5,7,3,3,True,True,True,True,True,SYARI'AH,AL-AHWAL AL-SYAKHSHIYYAH
181,13,2,15.384615384615385,7,6,0.5384615384615384,0.46153846153846156,5,9,3,3,True,True,False,True,False,HUMANIORA,BAHASA DAN SASTRA ARAB
182,13,1,7.6923076923076925,5,8,0.38461538461538464,0.6153846153846154,5,9,3,3,True,True,True,True,True,HUMANIORA,PSIKOLOGI
183,12,2,16.666666666666664,6,6,0.5,0.5,4,9,3,2,True,True,False,True,False,SAINS DAN TEKNOLOGI,PSIKOLOGI
184,12,1,8.333333333333332,3,9,0.25,0.75,5,9,2,3,True,True,True,True,True,EKONOMI,MANAJEMEN
185,12,1,8.333333333333332,6,6,0.5,0.5,4,10,2,2,True,True,False,True,False,SYARI'AH,ILMU AL-QUR`AN DAN TAFSIR
186,10,2,20.0,3,7,0.3,0.7,5,10,0,1,True,False,True,True,False,SAINS DAN TEKNOLOGI,KIMIA
187,10,1,10.0,6,4,0.6,0.4,5,7,2,3,True,False,False,True,False,EKONOMI,MANAJEMEN
188,13,1,7.6923076923076925,7,6,0.5384615384615384,0.46153846153846156,5,10,3,2,True,True,False,True,False,SYARI'AH,HUKUM BISNIS SYARI'AH
189,8,1,12.5,4,4,0.5,0.5,4,6,2,2,True,False,True,True,False,SYARI'AH,BIOLOGI
190,12,1,8.333333333333332,6,6,0.5,0.5,5,11,1,2,True,True,False,True,False,EKONOMI,AKUNTANSI
