Kelompok_ID,Total_Mahasiswa,HTQ_Count,HTQ_Percentage,LK_Count,PR_Count,LK_Ratio,PR_Ratio,Fakultas_Count,Jurusan_Count,Duplicate_Majors,Max_Major_Count,HTQ_Satisfied,Size_Satisfied,Gender_Satisfied,Duplication_Satisfied,Overall_Satisfied,Dominant_Fakultas,Dominant_Jurusan
179,12,1,8.333333333333332,6,6,0.5,0.5,5,6,3,5,True,True,False,True,False,HUMANIORA,BAHASA DAN SASTRA INGGRIS
180,12,1,8.333333333333332,5,7,0.4166666666666667,0.5833333333333334,5,9,3,2,True,True,True,True,True,SYARI'AH,PSIKOLOGI
181,9,1,11.11111111111111,5,4,0.5555555555555556,0.4444444444444444,5,7,2,2,True,False,False,True,False,SAINS DAN TEKNOLOGI,MANAJEMEN
182,12,1,8.333333333333332,5,7,0.4166666666666667,0.5833333333333334,5,8,4,2,True,True,True,True,True,SYARI'AH,HUKUM TATA NEGARA
183,13,1,7.6923076923076925,5,8,0.38461538461538464,0.6153846153846154,5,8,4,3,True,True,True,True,True,SYARI'AH,PSIKOLOGI
184,10,1,10.0,4,6,0.4,0.6,5,8,2,2,True,False,True,True,False,SYARI'AH,MANAJEMEN
185,12,1,8.333333333333332,4,8,0.3333333333333333,0.6666666666666666,5,9,3,2,True,True,True,True,True,SAINS DAN TEKNOLOGI,TEKNIK ARSITEKTUR
186,12,1,8.333333333333332,4,8,0.3333333333333333,0.6666666666666666,4,8,4,2,True,True,True,True,True,SYARI'AH,BAHASA DAN SASTRA INGGRIS
187,8,1,12.5,3,5,0.375,0.625,4,7,1,2,True,False,True,True,False,SYARI'AH,AL-AHWAL AL-SYAKHSHIYYAH
188,12,1,8.333333333333332,4,8,0.3333333333333333,0.6666666666666666,5,9,2,3,True,True,True,True,True,SAINS DAN TEKNOLOGI,MANAJEMEN
189,13,1,7.6923076923076925,6,7,0.46153846153846156,0.5384615384615384,4,9,3,3,True,True,True,True,True,SYARI'AH,HUKUM BISNIS SYARI'AH
190,12,1,8.333333333333332,5,7,0.4166666666666667,0.5833333333333334,5,9,2,3,True,True,True,True,True,SYARI'AH,HUKUM BISNIS SYARI'AH
